Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
695,1,2014-09-22,4236,437,1,0,0,0
696,1,2014-09-22,6632,914,1,0,0,0
697,1,2014-09-22,8640,915,1,0,0,0
698,1,2014-09-22,14968,1884,1,0,0,0
699,1,2014-09-22,6118,848,1,0,0,0
700,1,2014-09-22,3337,480,1,0,0,0
703,1,2014-09-22,2578,344,1,0,0,0
704,1,2014-09-22,10407,1208,1,0,0,0
705,1,2014-09-22,5842,879,1,0,0,0
707,1,2014-09-22,6371,787,1,0,0,0
708,1,2014-09-22,0,0,0,0,0,0
709,1,2014-09-22,10284,1474,1,0,0,0
713,1,2014-09-22,7805,1093,1,0,0,0
714,1,2014-09-22,4028,339,1,0,0,0
715,1,2014-09-22,5003,609,1,0,0,0
717,1,2014-09-22,3833,452,1,0,0,0
718,1,2014-09-22,6481,814,1,0,0,0
720,1,2014-09-22,5335,577,1,0,0,0
721,1,2014-09-22,6711,708,1,0,0,0
722,1,2014-09-22,7633,1337,1,0,0,0
723,1,2014-09-22,5480,504,1,0,0,0
724,1,2014-09-22,6403,709,1,0,0,0
725,1,2014-09-22,4361,544,1,0,0,0
726,1,2014-09-22,8550,954,1,0,0,0
727,1,2014-09-22,4467,451,1,0,0,0
728,1,2014-09-22,4639,427,1,0,0,0
729,1,2014-09-22,8224,1012,1,0,0,0
730,1,2014-09-22,5931,795,1,0,0,0
731,1,2014-09-22,6801,811,1,0,0,0
732,1,2014-09-22,6086,747,1,0,0,0
733,1,2014-09-22,14839,3540,1,0,0,0
734,1,2014-09-22,3985,485,1,0,0,0
735,1,2014-09-22,3797,472,1,0,0,0
737,1,2014-09-22,4841,804,1,0,0,0
738,1,2014-09-22,5975,607,1,0,0,0
740,1,2014-09-22,4818,416,1,0,0,0
741,1,2014-09-22,5910,882,1,0,0,0
742,1,2014-09-22,6332,772,1,0,0,0
743,1,2014-09-22,3153,395,1,0,0,0
745,1,2014-09-22,6048,630,1,0,0,0
746,1,2014-09-22,4732,449,1,0,0,0
747,1,2014-09-22,5689,585,1,0,0,0
748,1,2014-09-22,3786,407,1,0,0,0
749,1,2014-09-22,4786,641,1,0,0,0
751,1,2014-09-22,2993,483,1,0,0,0
752,1,2014-09-22,3575,362,1,0,0,0
753,1,2014-09-22,6371,641,1,0,0,0
754,1,2014-09-22,5099,729,1,0,0,0
755,1,2014-09-22,8256,823,1,0,0,0
756,1,2014-09-22,13204,1958,1,0,0,0
757,1,2014-09-22,6044,584,1,0,0,0
758,1,2014-09-22,4413,664,1,0,0,0
759,1,2014-09-22,4833,620,1,0,0,0
760,1,2014-09-22,7384,1184,1,0,0,0
761,1,2014-09-22,6987,945,1,0,0,0
762,1,2014-09-22,3098,369,1,0,0,0
763,1,2014-09-22,4368,539,1,0,0,0
764,1,2014-09-22,2598,351,1,0,0,0
765,1,2014-09-22,8383,789,1,0,0,0
767,1,2014-09-22,4819,570,1,0,0,0
768,1,2014-09-22,10143,1154,1,0,0,0
769,1,2014-09-22,10860,3127,1,0,0,0
770,1,2014-09-22,4823,689,1,0,0,0
772,1,2014-09-22,3186,493,1,0,0,0
773,1,2014-09-22,5575,796,1,0,0,0
774,1,2014-09-22,5286,737,1,0,0,0
776,1,2014-09-22,4081,528,1,0,0,0
777,1,2014-09-22,3634,344,1,0,0,0
779,1,2014-09-22,5279,592,1,0,0,0
780,1,2014-09-22,5911,780,1,0,0,0
781,1,2014-09-22,3613,571,1,0,0,0
782,1,2014-09-22,4308,445,1,0,0,0
783,1,2014-09-22,5010,620,1,0,0,0
784,1,2014-09-22,6835,779,1,0,0,0
785,1,2014-09-22,5209,512,1,0,0,0
786,1,2014-09-22,3107,549,1,0,0,0
787,1,2014-09-22,8744,1100,1,0,0,0
788,1,2014-09-22,15887,1661,1,0,0,0
789,1,2014-09-22,4089,554,1,0,0,0
790,1,2014-09-22,5334,584,1,0,0,0
791,1,2014-09-22,5667,715,1,0,0,0
792,1,2014-09-22,5108,582,1,0,0,0
793,1,2014-09-22,3146,351,1,0,0,0
794,1,2014-09-22,3337,573,1,0,0,0
795,1,2014-09-22,2798,362,1,0,0,0
796,1,2014-09-22,6555,668,1,0,0,0
798,1,2014-09-22,6408,903,1,0,0,0
799,1,2014-09-22,7919,812,1,0,0,0
800,1,2014-09-22,3817,410,1,0,0,0
801,1,2014-09-22,4014,458,1,0,0,0
802,1,2014-09-22,5042,476,1,0,0,0
803,1,2014-09-22,4075,410,1,0,0,0
807,1,2014-09-22,8787,971,1,0,0,0
808,1,2014-09-22,6470,609,1,0,0,0
809,1,2014-09-22,3827,512,1,0,0,0
810,1,2014-09-22,4570,410,1,0,0,0
811,1,2014-09-22,3743,657,1,0,0,0
812,1,2014-09-22,5827,785,1,0,0,0
813,1,2014-09-22,5444,646,1,0,0,0
814,1,2014-09-22,6585,587,1,0,0,0
816,1,2014-09-22,4250,687,1,0,0,0
817,1,2014-09-22,19741,2924,1,0,0,0
818,1,2014-09-22,5014,605,1,0,0,0
819,1,2014-09-22,5299,555,1,0,0,0
821,1,2014-09-22,5831,800,1,0,0,0
822,1,2014-09-22,5589,511,1,0,0,0
823,1,2014-09-22,4748,555,1,0,0,0
824,1,2014-09-22,5766,851,1,0,0,0
826,1,2014-09-22,7225,732,1,0,0,0
827,1,2014-09-22,10576,1422,1,0,0,0
828,1,2014-09-22,4116,514,1,0,0,0
829,1,2014-09-22,4044,630,1,0,0,0
830,1,2014-09-22,5425,508,1,0,0,0
831,1,2014-09-22,8977,1318,1,0,0,0
832,1,2014-09-22,4027,422,1,0,0,0
833,1,2014-09-22,4041,446,1,0,0,0
834,1,2014-09-22,5110,615,1,0,0,0
835,1,2014-09-22,4693,641,1,0,0,0
836,1,2014-09-22,5787,768,1,0,0,0
837,1,2014-09-22,3098,471,1,0,0,0
838,1,2014-09-22,6906,834,1,0,0,0
839,1,2014-09-22,4693,651,1,0,0,0
840,1,2014-09-22,6594,1047,1,0,0,0
841,1,2014-09-22,2207,345,1,0,0,0
843,1,2014-09-22,7474,945,1,0,0,0
844,1,2014-09-22,3378,405,1,0,0,0
845,1,2014-09-22,3387,305,1,0,0,0
846,1,2014-09-22,8152,838,1,0,0,0
847,1,2014-09-22,5140,812,1,0,0,0
848,1,2014-09-22,13175,1279,1,0,0,0
849,1,2014-09-22,6866,839,1,0,0,0
850,1,2014-09-22,5053,591,1,0,0,0
852,1,2014-09-22,3630,529,1,0,0,0
853,1,2014-09-22,8209,947,1,0,0,0
854,1,2014-09-22,5466,630,1,0,0,0
855,1,2014-09-22,4469,579,1,0,0,0
856,1,2014-09-22,6000,895,1,0,0,0
857,1,2014-09-22,6042,827,1,0,0,0
860,1,2014-09-22,5289,721,1,0,0,0
861,1,2014-09-22,2952,491,1,0,0,0
862,1,2014-09-22,7074,1097,1,0,0,0
863,1,2014-09-22,6535,894,1,0,0,0
864,1,2014-09-22,4243,635,1,0,0,0
865,1,2014-09-22,6335,577,1,0,0,0
866,1,2014-09-22,4981,400,1,0,0,0
867,1,2014-09-22,3523,360,1,0,0,0
868,1,2014-09-22,7820,607,1,0,0,0
869,1,2014-09-22,4671,796,1,0,0,0
870,1,2014-09-22,6137,826,1,0,0,0
871,1,2014-09-22,4947,446,1,0,0,0
872,1,2014-09-22,6805,756,1,0,0,0
873,1,2014-09-22,3903,469,1,0,0,0
874,1,2014-09-22,4143,499,1,0,0,0
875,1,2014-09-22,3547,368,1,0,0,0
876,1,2014-09-22,6129,819,1,0,0,0
877,1,2014-09-22,4686,726,1,0,0,0
878,1,2014-09-22,7141,741,1,0,0,0
880,1,2014-09-22,7159,796,1,0,0,0
881,1,2014-09-22,2929,507,1,0,0,0
882,1,2014-09-22,5453,758,1,0,0,0
883,1,2014-09-22,4270,495,1,0,0,0
885,1,2014-09-22,5645,821,1,0,0,0
886,1,2014-09-22,5190,597,1,0,0,0
887,1,2014-09-22,5916,539,1,0,0,0
888,1,2014-09-22,6848,684,1,0,0,0
889,1,2014-09-22,2885,370,1,0,0,0
891,1,2014-09-22,6225,922,1,0,0,0
892,1,2014-09-22,6381,719,1,0,0,0
894,1,2014-09-22,5401,797,1,0,0,0
895,1,2014-09-22,8097,839,1,0,0,0
896,1,2014-09-22,5758,1000,1,0,0,0
897,1,2014-09-22,2652,301,1,0,0,0
898,1,2014-09-22,5735,704,1,0,0,0
899,1,2014-09-22,4740,564,1,0,0,0
901,1,2014-09-22,6165,603,1,0,0,0
905,1,2014-09-22,5106,909,1,0,0,0
906,1,2014-09-22,9197,1214,1,0,0,0
907,1,2014-09-22,4919,710,1,0,0,0
908,1,2014-09-22,3139,289,1,0,0,0
910,1,2014-09-22,4397,518,1,0,0,0
911,1,2014-09-22,7413,782,1,0,0,0
912,1,2014-09-22,4154,651,1,0,0,0
913,1,2014-09-22,5193,769,1,0,0,0
914,1,2014-09-22,8638,1130,1,0,0,0
916,1,2014-09-22,4756,622,1,0,0,0
917,1,2014-09-22,5591,703,1,0,0,0
918,1,2014-09-22,4551,583,1,0,0,0
921,1,2014-09-22,9392,1171,1,0,0,0
922,1,2014-09-22,5295,619,1,0,0,0
923,1,2014-09-22,5648,690,1,0,0,0
924,1,2014-09-22,4115,446,1,0,0,0
925,1,2014-09-22,5463,1051,1,0,0,0
926,1,2014-09-22,5856,492,1,0,0,0
927,1,2014-09-22,5641,793,1,0,0,0
928,1,2014-09-22,5442,554,1,0,0,0
929,1,2014-09-22,5148,707,1,0,0,0
930,1,2014-09-22,5088,907,1,0,0,0
931,1,2014-09-22,3024,374,1,0,0,0
933,1,2014-09-22,5930,802,1,0,0,0
934,1,2014-09-22,5486,611,1,0,0,0
935,1,2014-09-22,4724,555,1,0,0,0
936,1,2014-09-22,5443,743,1,0,0,0
937,1,2014-09-22,5163,512,1,0,0,0
938,1,2014-09-22,8212,933,1,0,0,0
939,1,2014-09-22,4312,479,1,0,0,0
940,1,2014-09-22,5843,678,1,0,0,0
942,1,2014-09-22,4202,388,1,0,0,0
943,1,2014-09-22,5447,542,1,0,0,0
944,1,2014-09-22,5787,966,1,0,0,0
945,1,2014-09-22,3846,551,1,0,0,0
946,1,2014-09-22,3380,496,1,0,0,0
947,1,2014-09-22,5973,911,1,0,0,0
948,1,2014-09-22,6692,1654,1,0,0,0
949,1,2014-09-22,4513,453,1,0,0,0
950,1,2014-09-22,4487,514,1,0,0,0
951,1,2014-09-22,5963,648,1,0,0,0
953,1,2014-09-22,4353,486,1,0,0,0
954,1,2014-09-22,4744,727,1,0,0,0
955,1,2014-09-22,3629,389,1,0,0,0
956,1,2014-09-22,3328,511,1,0,0,0
957,1,2014-09-22,6535,800,1,0,0,0
958,1,2014-09-22,4163,590,1,0,0,0
959,1,2014-09-22,5863,727,1,0,0,0
960,1,2014-09-22,5093,475,1,0,0,0
961,1,2014-09-22,4781,617,1,0,0,0
962,1,2014-09-22,4779,731,1,0,0,0
963,1,2014-09-22,8910,963,1,0,0,0
964,1,2014-09-22,7524,1162,1,0,0,0
965,1,2014-09-22,6208,763,1,0,0,0
966,1,2014-09-22,4632,614,1,0,0,0
967,1,2014-09-22,6709,800,1,0,0,0
968,1,2014-09-22,7657,1012,1,0,0,0
969,1,2014-09-22,2755,532,1,0,0,0
970,1,2014-09-22,2991,422,1,0,0,0
971,1,2014-09-22,6826,897,1,0,0,0
972,1,2014-09-22,2342,331,1,0,0,0
973,1,2014-09-22,7273,958,1,0,0,0
975,1,2014-09-22,5941,651,1,0,0,0
976,1,2014-09-22,5594,656,1,0,0,0
978,1,2014-09-22,5974,902,1,0,0,0
979,1,2014-09-22,4943,606,1,0,0,0
980,1,2014-09-22,5602,498,1,0,0,0
981,1,2014-09-22,6076,689,1,0,0,0
982,1,2014-09-22,6950,676,1,0,0,0
983,1,2014-09-22,6157,946,1,0,0,0
984,1,2014-09-22,3760,551,1,0,0,0
985,1,2014-09-22,6394,727,1,0,0,0
986,1,2014-09-22,3972,546,1,0,0,0
987,1,2014-09-22,6290,910,1,0,0,0
988,1,2014-09-22,4247,681,1,0,0,0
990,1,2014-09-22,4525,471,1,0,0,0
991,1,2014-09-22,5041,503,1,0,0,0
992,1,2014-09-22,4808,670,1,0,0,0
993,1,2014-09-22,6546,690,1,0,0,0
994,1,2014-09-22,3500,405,1,0,0,0
995,1,2014-09-22,8774,764,1,0,0,0
996,1,2014-09-22,5573,615,1,0,0,0
997,1,2014-09-22,3728,383,1,0,0,0
998,1,2014-09-22,3626,527,1,0,0,0
999,1,2014-09-22,6293,528,1,0,0,0
1001,1,2014-09-22,4637,585,1,0,0,0
1002,1,2014-09-22,5276,684,1,0,0,0
1003,1,2014-09-22,5150,622,1,0,0,0
1005,1,2014-09-22,4872,881,1,0,0,0
1006,1,2014-09-22,5166,781,1,0,0,0
1007,1,2014-09-22,5787,732,1,0,0,0
1008,1,2014-09-22,3899,636,1,0,0,0
1010,1,2014-09-22,6032,646,1,0,0,0
1011,1,2014-09-22,6720,852,1,0,0,0
1013,1,2014-09-22,3172,412,1,0,0,0
1014,1,2014-09-22,9763,1260,1,0,0,0
1015,1,2014-09-22,4289,410,1,0,0,0
1016,1,2014-09-22,3676,417,1,0,0,0
1017,1,2014-09-22,6934,1061,1,0,0,0
1018,1,2014-09-22,9426,1188,1,0,0,0
1020,1,2014-09-22,6960,929,1,0,0,0
1021,1,2014-09-22,8357,1038,1,0,0,0
1022,1,2014-09-22,5752,748,1,0,0,0
1023,1,2014-09-22,4082,502,1,0,0,0
1024,1,2014-09-22,4597,658,1,0,0,0
1025,1,2014-09-22,5967,773,1,0,0,0
1026,1,2014-09-22,6786,968,1,0,0,0
1028,1,2014-09-22,2943,438,1,0,0,0
1029,1,2014-09-22,5646,871,1,0,0,0
1030,1,2014-09-22,2410,264,1,0,0,0
1031,1,2014-09-22,3262,343,1,0,0,0
1032,1,2014-09-22,7865,871,1,0,0,0
1033,1,2014-09-22,11544,1230,1,0,0,0
1034,1,2014-09-22,5371,700,1,0,0,0
1035,1,2014-09-22,3833,567,1,0,0,0
1036,1,2014-09-22,3505,385,1,0,0,0
1037,1,2014-09-22,5088,756,1,0,0,0
1039,1,2014-09-22,5299,782,1,0,0,0
1040,1,2014-09-22,6150,731,1,0,0,0
1042,1,2014-09-22,3452,469,1,0,0,0
1043,1,2014-09-22,5725,919,1,0,0,0
1044,1,2014-09-22,5542,825,1,0,0,0
1045,1,2014-09-22,6920,987,1,0,0,0
1046,1,2014-09-22,6861,582,1,0,0,0
1047,1,2014-09-22,3960,517,1,0,0,0
1048,1,2014-09-22,5483,448,1,0,0,0
1050,1,2014-09-22,5288,416,1,0,0,0
1051,1,2014-09-22,6381,989,1,0,0,0
1052,1,2014-09-22,5664,691,1,0,0,0
1053,1,2014-09-22,7220,896,1,0,0,0
1054,1,2014-09-22,4971,615,1,0,0,0
1055,1,2014-09-22,6088,890,1,0,0,0
1057,1,2014-09-22,4798,543,1,0,0,0
1058,1,2014-09-22,6076,670,1,0,0,0
1059,1,2014-09-22,7236,1064,1,0,0,0
1060,1,2014-09-22,6145,796,1,0,0,0
1061,1,2014-09-22,5950,564,1,0,0,0
1062,1,2014-09-22,4302,496,1,0,0,0
1063,1,2014-09-22,4075,544,1,0,0,0
1064,1,2014-09-22,7410,973,1,0,0,0
1066,1,2014-09-22,9659,1043,1,0,0,0
1068,1,2014-09-22,3614,289,1,0,0,0
1069,1,2014-09-22,4786,698,1,0,0,0
1070,1,2014-09-22,5403,743,1,0,0,0
1071,1,2014-09-22,5033,720,1,0,0,0
1072,1,2014-09-22,6222,644,1,0,0,0
1073,1,2014-09-22,6291,864,1,0,0,0
1074,1,2014-09-22,4137,488,1,0,0,0
1075,1,2014-09-22,10203,1024,1,0,0,0
1076,1,2014-09-22,3892,623,1,0,0,0
1077,1,2014-09-22,3312,437,1,0,0,0
1078,1,2014-09-22,5383,454,1,0,0,0
1079,1,2014-09-22,6508,595,1,0,0,0
1081,1,2014-09-22,6615,1157,1,0,0,0
1082,1,2014-09-22,5407,884,1,0,0,0
1083,1,2014-09-22,4291,346,1,0,0,0
1084,1,2014-09-22,5418,727,1,0,0,0
1085,1,2014-09-22,6595,732,1,0,0,0
1086,1,2014-09-22,4417,575,1,0,0,0
1087,1,2014-09-22,5086,534,1,0,0,0
1088,1,2014-09-22,3535,434,1,0,0,0
1089,1,2014-09-22,7370,867,1,0,0,0
1090,1,2014-09-22,5522,748,1,0,0,0
1091,1,2014-09-22,7800,735,1,0,0,0
1093,1,2014-09-22,6882,770,1,0,0,0
1095,1,2014-09-22,4299,635,1,0,0,0
1096,1,2014-09-22,4828,594,1,0,0,0
1097,1,2014-09-22,8613,2216,1,0,0,0
1098,1,2014-09-22,4781,710,1,0,0,0
1099,1,2014-09-22,6384,839,1,0,0,0
1100,1,2014-09-22,3350,528,1,0,0,0
1101,1,2014-09-22,8105,881,1,0,0,0
1103,1,2014-09-22,3440,298,1,0,0,0
1105,1,2014-09-22,3492,446,1,0,0,0
1106,1,2014-09-22,4481,578,1,0,0,0
1108,1,2014-09-22,4746,553,1,0,0,0
1110,1,2014-09-22,3563,462,1,0,0,0
1111,1,2014-09-22,4197,399,1,0,0,0
1112,1,2014-09-22,6646,662,1,0,0,0
1113,1,2014-09-22,5346,660,1,0,0,0
1114,1,2014-09-22,17886,2828,1,0,0,0
1115,1,2014-09-22,4848,378,1,0,0,0
1,7,2014-09-21,0,0,0,0,0,0
2,7,2014-09-21,0,0,0,0,0,0
3,7,2014-09-21,0,0,0,0,0,0
4,7,2014-09-21,0,0,0,0,0,0
5,7,2014-09-21,0,0,0,0,0,0
6,7,2014-09-21,0,0,0,0,0,0
7,7,2014-09-21,0,0,0,0,0,0
8,7,2014-09-21,0,0,0,0,0,0
9,7,2014-09-21,0,0,0,0,0,0
10,7,2014-09-21,0,0,0,0,0,0
11,7,2014-09-21,0,0,0,0,0,0
12,7,2014-09-21,0,0,0,0,0,0
14,7,2014-09-21,0,0,0,0,0,0
15,7,2014-09-21,0,0,0,0,0,0
16,7,2014-09-21,0,0,0,0,0,0
17,7,2014-09-21,0,0,0,0,0,0
18,7,2014-09-21,0,0,0,0,0,0
19,7,2014-09-21,0,0,0,0,0,0
21,7,2014-09-21,0,0,0,0,0,0
23,7,2014-09-21,0,0,0,0,0,0
24,7,2014-09-21,0,0,0,0,0,0
25,7,2014-09-21,0,0,0,0,0,0
26,7,2014-09-21,0,0,0,0,0,0
27,7,2014-09-21,0,0,0,0,0,0
28,7,2014-09-21,0,0,0,0,0,0
29,7,2014-09-21,0,0,0,0,0,0
30,7,2014-09-21,0,0,0,0,0,0
31,7,2014-09-21,0,0,0,0,0,0
33,7,2014-09-21,0,0,0,0,0,0
34,7,2014-09-21,0,0,0,0,0,0
35,7,2014-09-21,0,0,0,0,0,0
37,7,2014-09-21,0,0,0,0,0,0
38,7,2014-09-21,0,0,0,0,0,0
39,7,2014-09-21,0,0,0,0,0,0
40,7,2014-09-21,0,0,0,0,0,0
42,7,2014-09-21,0,0,0,0,0,0
43,7,2014-09-21,0,0,0,0,0,0
44,7,2014-09-21,0,0,0,0,0,0
45,7,2014-09-21,0,0,0,0,0,0
47,7,2014-09-21,0,0,0,0,0,0
48,7,2014-09-21,0,0,0,0,0,0
49,7,2014-09-21,0,0,0,0,0,0
50,7,2014-09-21,0,0,0,0,0,0
53,7,2014-09-21,0,0,0,0,0,0
54,7,2014-09-21,0,0,0,0,0,0
55,7,2014-09-21,0,0,0,0,0,0
56,7,2014-09-21,0,0,0,0,0,0
57,7,2014-09-21,0,0,0,0,0,0
59,7,2014-09-21,0,0,0,0,0,0
60,7,2014-09-21,0,0,0,0,0,0
61,7,2014-09-21,0,0,0,0,0,0
62,7,2014-09-21,0,0,0,0,0,0
63,7,2014-09-21,0,0,0,0,0,0
64,7,2014-09-21,0,0,0,0,0,0
65,7,2014-09-21,0,0,0,0,0,0
66,7,2014-09-21,0,0,0,0,0,0
67,7,2014-09-21,0,0,0,0,0,0
68,7,2014-09-21,0,0,0,0,0,0
69,7,2014-09-21,0,0,0,0,0,0
70,7,2014-09-21,0,0,0,0,0,0
71,7,2014-09-21,0,0,0,0,0,0
73,7,2014-09-21,0,0,0,0,0,0
74,7,2014-09-21,0,0,0,0,0,0
75,7,2014-09-21,0,0,0,0,0,0
77,7,2014-09-21,0,0,0,0,0,0
78,7,2014-09-21,0,0,0,0,0,0
79,7,2014-09-21,0,0,0,0,0,0
80,7,2014-09-21,0,0,0,0,0,0
82,7,2014-09-21,0,0,0,0,0,0
83,7,2014-09-21,0,0,0,0,0,0
84,7,2014-09-21,0,0,0,0,0,0
85,7,2014-09-21,11875,1652,1,0,0,0
86,7,2014-09-21,0,0,0,0,0,0
87,7,2014-09-21,0,0,0,0,0,0
88,7,2014-09-21,0,0,0,0,0,0
90,7,2014-09-21,0,0,0,0,0,0
91,7,2014-09-21,0,0,0,0,0,0
92,7,2014-09-21,0,0,0,0,0,0
93,7,2014-09-21,0,0,0,0,0,0
94,7,2014-09-21,0,0,0,0,0,0
95,7,2014-09-21,0,0,0,0,0,0
96,7,2014-09-21,0,0,0,0,0,0
97,7,2014-09-21,0,0,0,0,0,0
98,7,2014-09-21,0,0,0,0,0,0
101,7,2014-09-21,0,0,0,0,0,0
102,7,2014-09-21,0,0,0,0,0,0
103,7,2014-09-21,0,0,0,0,0,0
104,7,2014-09-21,0,0,0,0,0,0
105,7,2014-09-21,0,0,0,0,0,0
106,7,2014-09-21,0,0,0,0,0,0
107,7,2014-09-21,0,0,0,0,0,0
109,7,2014-09-21,0,0,0,0,0,0
110,7,2014-09-21,0,0,0,0,0,0
111,7,2014-09-21,0,0,0,0,0,0
112,7,2014-09-21,0,0,0,0,0,0
114,7,2014-09-21,0,0,0,0,0,0
116,7,2014-09-21,0,0,0,0,0,0
117,7,2014-09-21,0,0,0,0,0,0
118,7,2014-09-21,0,0,0,0,0,0
119,7,2014-09-21,0,0,0,0,0,0
120,7,2014-09-21,0,0,0,0,0,0
121,7,2014-09-21,0,0,0,0,0,0
122,7,2014-09-21,2494,373,1,0,0,0
123,7,2014-09-21,0,0,0,0,0,0
124,7,2014-09-21,0,0,0,0,0,0
125,7,2014-09-21,0,0,0,0,0,0
126,7,2014-09-21,0,0,0,0,0,0
128,7,2014-09-21,0,0,0,0,0,0
130,7,2014-09-21,0,0,0,0,0,0
131,7,2014-09-21,0,0,0,0,0,0
133,7,2014-09-21,0,0,0,0,0,0
134,7,2014-09-21,0,0,0,0,0,0
135,7,2014-09-21,0,0,0,0,0,0
138,7,2014-09-21,0,0,0,0,0,0
140,7,2014-09-21,0,0,0,0,0,0
141,7,2014-09-21,0,0,0,0,0,0
142,7,2014-09-21,0,0,0,0,0,0
143,7,2014-09-21,0,0,0,0,0,0
146,7,2014-09-21,0,0,0,0,0,0
147,7,2014-09-21,0,0,0,0,0,0
148,7,2014-09-21,0,0,0,0,0,0
150,7,2014-09-21,0,0,0,0,0,0
151,7,2014-09-21,0,0,0,0,0,0
152,7,2014-09-21,0,0,0,0,0,0
153,7,2014-09-21,0,0,0,0,0,0
154,7,2014-09-21,0,0,0,0,0,0
156,7,2014-09-21,0,0,0,0,0,0
157,7,2014-09-21,0,0,0,0,0,0
158,7,2014-09-21,0,0,0,0,0,0
160,7,2014-09-21,0,0,0,0,0,0
161,7,2014-09-21,0,0,0,0,0,0
162,7,2014-09-21,0,0,0,0,0,0
163,7,2014-09-21,0,0,0,0,0,0
166,7,2014-09-21,0,0,0,0,0,0
167,7,2014-09-21,0,0,0,0,0,0
168,7,2014-09-21,0,0,0,0,0,0
169,7,2014-09-21,0,0,0,0,0,0
170,7,2014-09-21,0,0,0,0,0,0
171,7,2014-09-21,0,0,0,0,0,0
173,7,2014-09-21,0,0,0,0,0,0
175,7,2014-09-21,0,0,0,0,0,0
176,7,2014-09-21,0,0,0,0,0,0
177,7,2014-09-21,0,0,0,0,0,0
178,7,2014-09-21,0,0,0,0,0,0
179,7,2014-09-21,0,0,0,0,0,0
180,7,2014-09-21,0,0,0,0,0,0
182,7,2014-09-21,0,0,0,0,0,0
184,7,2014-09-21,0,0,0,0,0,0
185,7,2014-09-21,0,0,0,0,0,0
187,7,2014-09-21,0,0,0,0,0,0
188,7,2014-09-21,0,0,0,0,0,0
189,7,2014-09-21,0,0,0,0,0,0
193,7,2014-09-21,0,0,0,0,0,0
194,7,2014-09-21,0,0,0,0,0,0
195,7,2014-09-21,0,0,0,0,0,0
196,7,2014-09-21,0,0,0,0,0,0
197,7,2014-09-21,0,0,0,0,0,0
198,7,2014-09-21,0,0,0,0,0,0
199,7,2014-09-21,0,0,0,0,0,0
200,7,2014-09-21,0,0,0,0,0,0
201,7,2014-09-21,0,0,0,0,0,0
202,7,2014-09-21,0,0,0,0,0,0
203,7,2014-09-21,0,0,0,0,0,0
205,7,2014-09-21,0,0,0,0,0,0
206,7,2014-09-21,0,0,0,0,0,0
207,7,2014-09-21,0,0,0,0,0,0
208,7,2014-09-21,0,0,0,0,0,0
209,7,2014-09-21,1889,200,1,0,0,0
210,7,2014-09-21,0,0,0,0,0,0
211,7,2014-09-21,0,0,0,0,0,0
212,7,2014-09-21,0,0,0,0,0,0
213,7,2014-09-21,0,0,0,0,0,0
214,7,2014-09-21,0,0,0,0,0,0
216,7,2014-09-21,0,0,0,0,0,0
217,7,2014-09-21,0,0,0,0,0,0
219,7,2014-09-21,0,0,0,0,0,0
220,7,2014-09-21,0,0,0,0,0,0
221,7,2014-09-21,0,0,0,0,0,0
222,7,2014-09-21,0,0,0,0,0,0
223,7,2014-09-21,0,0,0,0,0,0
224,7,2014-09-21,0,0,0,0,0,0
225,7,2014-09-21,0,0,0,0,0,0
226,7,2014-09-21,0,0,0,0,0,0
227,7,2014-09-21,0,0,0,0,0,0
228,7,2014-09-21,0,0,0,0,0,0
229,7,2014-09-21,0,0,0,0,0,0
230,7,2014-09-21,0,0,0,0,0,0
232,7,2014-09-21,0,0,0,0,0,0
233,7,2014-09-21,0,0,0,0,0,0
234,7,2014-09-21,0,0,0,0,0,0
235,7,2014-09-21,0,0,0,0,0,0
236,7,2014-09-21,0,0,0,0,0,0
237,7,2014-09-21,0,0,0,0,0,0
238,7,2014-09-21,0,0,0,0,0,0
239,7,2014-09-21,0,0,0,0,0,0
240,7,2014-09-21,0,0,0,0,0,0
241,7,2014-09-21,0,0,0,0,0,0
242,7,2014-09-21,0,0,0,0,0,0
244,7,2014-09-21,0,0,0,0,0,0
245,7,2014-09-21,0,0,0,0,0,0
246,7,2014-09-21,0,0,0,0,0,0
247,7,2014-09-21,0,0,0,0,0,0
248,7,2014-09-21,0,0,0,0,0,0
249,7,2014-09-21,0,0,0,0,0,0
250,7,2014-09-21,0,0,0,0,0,0
251,7,2014-09-21,0,0,0,0,0,0
252,7,2014-09-21,0,0,0,0,0,0
253,7,2014-09-21,0,0,0,0,0,0
254,7,2014-09-21,0,0,0,0,0,0
255,7,2014-09-21,0,0,0,0,0,0
256,7,2014-09-21,0,0,0,0,0,0
257,7,2014-09-21,0,0,0,0,0,0
259,7,2014-09-21,17140,2880,1,0,0,0
260,7,2014-09-21,0,0,0,0,0,0
261,7,2014-09-21,0,0,0,0,0,0
262,7,2014-09-21,29777,4477,1,0,0,0
264,7,2014-09-21,0,0,0,0,0,0
265,7,2014-09-21,0,0,0,0,0,0
266,7,2014-09-21,0,0,0,0,0,0
267,7,2014-09-21,0,0,0,0,0,0
268,7,2014-09-21,0,0,0,0,0,0
269,7,2014-09-21,0,0,0,0,0,0
270,7,2014-09-21,0,0,0,0,0,0
271,7,2014-09-21,0,0,0,0,0,0
272,7,2014-09-21,0,0,0,0,0,0
273,7,2014-09-21,0,0,0,0,0,0
274,7,2014-09-21,7138,1600,1,0,0,0
